"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"17875933",0.639174873211428,6.02749136353917,3.50519860137453,0.0103346586695658,0.947085790391753,-4.16344981587273
"17791706",0.638678025724792,2.68721302766085,3.6242209262962,0.00883644990938252,0.947085790391753,-4.14962634403754
"17804007",-0.638088526859216,3.74775389968952,-2.77292394219778,0.0282855578040079,0.947085790391753,-4.26493186460634
"17733638",0.636461988009664,8.38998531059839,2.56328901980761,0.0381791067173459,0.947085790391753,-4.29955495994179
"17771933",0.636259410477484,4.47464826157282,2.64308968167672,0.0340430622313591,0.947085790391753,-4.28607758835022
"17609997",0.635915184501221,7.27947484733454,3.18227684407766,0.015970431900483,0.947085790391753,-4.204581903315
"17602017",0.63569041995162,4.60184127254109,2.67268851445292,0.0326303521051523,0.947085790391753,-4.28117143669535
"17739536",0.635463159886753,6.30027954450295,3.41488554661301,0.0116549421092449,0.947085790391753,-4.17440768894051
"17745972",0.635300349441678,11.3758160394942,3.89421297738992,0.00624296625261461,0.947085790391753,-4.12072915676415
"17723725",0.635148257416544,9.07149254360926,2.80884152957004,0.0268805402394208,0.947085790391753,-4.25925383408101
"17695003",-0.634978642323778,3.93559711447522,-2.88007580109009,0.0243073575262737,0.947085790391753,-4.24821280099724
"17618176",0.634704046863826,10.2430248112542,3.89549533780517,0.00623283622733523,0.947085790391753,-4.1205996590929
"17872106",-0.634463512348266,5.76871623513384,-2.64330553142487,0.034032531723164,0.947085790391753,-4.28604162799572
"17683239",0.634448541538743,7.47809263569481,2.7969443281973,0.0273376056873116,0.947085790391753,-4.26112635559968
"17784265",0.634045871141256,5.7006582672688,2.38729817146026,0.049250215530874,0.947085790391753,-4.33054420271061
"17656934",0.633634895668106,9.72307274966823,2.53979417348882,0.0394940461389518,0.947085790391753,-4.30359202027497
"17615939",0.633557652760175,3.55534016336819,3.47930046281478,0.0106958734281855,0.947085790391753,-4.16655005684264
"17641440",0.633434663256953,10.530753795034,2.74964928221649,0.0292371314350795,0.947085790391753,-4.26865100652885
